Date,Temperatura (Celsius),HumedadRelativa (%),VelocidadViento (m/s),Lluvia (mm),Irradiacion (W/m2),EvapoTranspiracion (mm)
24/2/2016,"28,37","65,13","2,27","0,00","247,00","5,45"
25/2/2016,"28,51","61,25","8,72","0,00","268,63","4,89"
26/2/2016,"28,73","58,38","0,00","0,00","262,92","6,46"
27/2/2016,"28,58","57,83","9,13","0,00","271,13","4,74"
28/2/2016,"28,10","60,88","10,94","0,00","270,63","6,45"
29/2/2016,"27,73","62,46","6,24","0,00","265,63","6,44"
1/3/2016,"27,94","60,83","6,92","0,00","261,42","5,81"
2/3/2016,"28,10","62,00","7,86","0,00","266,79","5,96"
3/3/2016,"28,75","59,63","10,13","0,00","257,38","6,14"
4/3/2016,"28,99","60,33","6,31","0,00","272,25","6,28"
5/3/2016,"29,33","58,63","7,58","0,00","246,17","6,14"
6/3/2016,"28,92","61,00","6,44","0,00","258,54","5,90"
7/3/2016,"29,29","60,46","4,00","0,50","254,58","5,78"
8/3/2016,"29,60","57,42","4,95","0,00","265,33","5,36"
9/3/2016,"29,66","58,46","4,81","0,00","281,33","5,90"
10/3/2016,"30,00","58,96","4,67","0,00","280,42","6,10"
11/3/2016,"29,48","63,38","5,34","0,00","241,33","6,07"
12/3/2016,"29,66","59,96","7,23","0,00","280,00","5,19"
13/3/2016,"29,03","57,25","4,00","0,00","283,00","6,08"
14/3/2016,"28,55","55,08","4,29","0,00","286,42","5,95"
15/3/2016,"28,10","53,88","6,45","0,00","287,79","6,19"
16/3/2016,"29,31","51,21","5,55","0,00","287,17","6,64"
17/3/2016,"28,16","58,83","1,80","0,00","258,00","6,41"
18/3/2016,"27,52","68,76","1,14","0,00","140,86","5,19"
19/3/2016,"29,36","66,00","2,07","0,00","270,13","8,00"
20/3/2016,"29,68","64,21","5,02","0,00","265,63","5,36"
21/3/2016,"30,17","55,79","9,93","0,00","265,54","5,78"
22/3/2016,"29,63","57,29","13,83","0,00","278,38","6,68"
23/3/2016,"29,87","58,08","12,37","0,00","278,00","7,35"
24/3/2016,"30,02","56,63","7,86","0,00","277,75","6,93"
25/3/2016,"30,12","56,83","7,57","0,00","279,92","6,52"
26/3/2016,"30,58","58,04","7,70","0,00","262,42","6,46"
27/3/2016,"30,82","56,96","4,93","0,00","275,00","6,18"
28/3/2016,"30,22","58,13","5,56","0,00","278,33","6,13"
29/3/2016,"30,33","55,79","5,75","0,00","273,42","6,33"
30/3/2016,"29,73","53,00","1,67","0,00","281,04","6,29"
31/3/2016,"29,92","63,21","1,80","0,00","262,46","5,72"
1/4/2016,"27,73","75,96","1,20","3,55","162,42","5,25"
2/4/2016,"28,63","69,29","1,67","0,00","283,13","3,33"
3/4/2016,"30,05","64,46","4,40","0,00","262,00","5,30"
4/4/2016,"30,03","57,92","9,00","0,00","279,79","5,54"
5/4/2016,"29,88","56,71","11,00","0,00","287,75","6,65"
6/4/2016,"30,25","55,13","10,89","0,00","287,21","7,14"
7/4/2016,"30,21","53,17","12,23","0,00","291,50","7,09"
8/4/2016,"30,11","54,88","11,96","0,00","289,00","7,56"
9/4/2016,"30,20","52,92","12,55","0,00","296,79","7,47"
10/4/2016,"30,14","52,96","11,69","0,00","294,04","7,87"
11/4/2016,"30,17","52,71","10,95","0,00","291,54","7,56"
12/4/2016,"29,33","53,88","4,95","0,00","297,58","7,38"
13/4/2016,"29,66","62,13","3,00","0,00","216,58","6,67"
14/4/2016,"29,18","62,42","3,47","0,00","261,13","4,78"
15/4/2016,"29,28","56,67","3,27","0,00","262,83","5,47"
16/4/2016,"29,45","57,08","1,60","0,00","228,13","5,54"
17/4/2016,"30,16","59,33","1,73","0,00","219,79","4,75"
18/4/2016,"29,78","61,46","5,29","0,00","254,42","4,68"
19/4/2016,"31,01","53,67","6,69","0,00","267,67","5,78"
20/4/2016,"30,53","53,17","6,85","0,00","295,54","6,36"
21/4/2016,"30,76","52,17","4,54","0,00","266,67","6,90"
22/4/2016,"31,50","52,42","4,81","0,00","291,25","6,11"
23/4/2016,"30,18","61,50","2,60","0,00","181,17","6,63"
24/4/2016,"30,33","68,29","2,73","0,00","174,17","3,96"
25/4/2016,"30,57","67,21","2,53","0,00","217,46","3,77"
26/4/2016,"29,24","73,83","1,40","18,28","209,08","4,58"
27/4/2016,"28,22","80,75","1,07","0,00","153,38","4,05"
28/4/2016,"27,35","86,67","0,53","7,61","111,58","2,84"
29/4/2016,"28,69","79,29","1,33","14,22","239,83","2,09"
30/4/2016,"28,29","82,88","0,73","0,25","224,67","4,23"
1/5/2016,"27,75","82,67","0,73","4,82","146,21","3,80"
2/5/2016,"27,56","84,71","1,13","65,54","209,33","2,66"
3/5/2016,"26,98","85,33","1,33","1,26","201,83","3,62"
4/5/2016,"27,90","83,29","0,00","0,00","205,33","3,37"
5/5/2016,"25,99","89,57","0,35","0,25","91,96","3,46"
6/5/2016,"26,40","87,12","0,58","0,00","131,96","4,89"
7/5/2016,"29,18","59,83","4,13","0,00","237,79","2,39"
8/5/2016,"28,85","60,29","4,67","0,00","257,21","5,12"
9/5/2016,"28,40","68,58","1,60","0,00","279,58","5,44"
10/5/2016,"28,50","70,71","1,47","0,00","278,50","5,25"
11/5/2016,"28,53","70,75","2,00","0,00","253,38","5,17"
12/5/2016,"29,33","67,17","5,62","0,25","222,96","4,95"
13/5/2016,"30,72","60,00","8,98","0,00","291,42","4,94"
14/5/2016,"29,84","63,04","6,98","0,00","295,58","6,40"
15/5/2016,"29,49","68,00","4,63","0,00","248,04","6,45"
16/5/2016,"29,69","70,17","3,87","0,00","268,79","5,22"
17/5/2016,"29,33","74,71","2,94","22,35","270,08","5,40"
18/5/2016,"27,75","83,17","1,93","0,25","156,21","5,09"
19/5/2016,"28,68","78,38","2,55","0,00","237,08","2,87"
20/5/2016,"28,17","79,83","3,40","0,00","161,04","4,42"
21/5/2016,"29,89","69,04","7,71","0,00","249,33","3,18"
22/5/2016,"30,13","65,42","3,74","0,00","296,29","5,37"
23/5/2016,"29,20","75,92","1,73","0,00","250,21","5,99"
24/5/2016,"30,10","72,67","2,87","0,00","266,38","4,68"
25/5/2016,"30,21","70,50","4,22","0,00","276,67","5,21"
26/5/2016,"29,83","70,75","2,67","0,00","234,21","5,65"
27/5/2016,"27,34","82,25","1,53","2,54","225,63","4,73"
28/5/2016,"26,51","87,92","1,20","5,33","149,67","3,93"
29/5/2016,"27,50","85,13","0,67","28,69","233,58","2,57"
30/5/2016,"26,40","90,25","0,53","27,42","157,25","3,88"
31/5/2016,"25,47","92,46","0,47","28,69","145,67","2,49"
1/6/2016,"25,84","91,00","0,47","0,50","157,54","2,31"
2/6/2016,"26,22","90,38","0,87","18,02","192,42","2,56"
3/6/2016,"26,25","88,38","1,00","9,14","199,58","3,17"
4/6/2016,"25,94","91,58","1,13","4,06","161,63","3,29"
5/6/2016,"24,28","96,67","0,20","25,39","57,50","2,82"
6/6/2016,"26,32","89,04","1,00","1,25","258,08","0,86"
7/6/2016,"26,19","91,75","0,53","28,95","169,92","4,19"
8/6/2016,"26,08","91,92","0,73","21,85","198,50","2,97"
9/6/2016,"26,15","88,04","0,13","2,54","227,04","3,23"
10/6/2016,"26,35","86,17","2,20","16,00","234,92","3,64"
11/6/2016,"24,79","93,63","0,40","9,14","130,13","4,04"
12/6/2016,"26,25","87,58","1,13","0,25","166,75","2,06"
13/6/2016,"26,83","80,71","3,47","16,76","212,63","2,86"
14/6/2016,"25,82","86,54","1,07","9,90","207,33","4,05"
15/6/2016,"25,02","92,21","0,40","43,17","140,75","3,47"
16/6/2016,"25,89","88,46","0,07","33,53","238,67","2,39"
17/6/2016,"26,90","85,33","1,87","0,25","196,75","3,87"
18/6/2016,"26,25","87,50","0,20","10,92","210,50","3,37"
19/6/2016,"27,88","80,17","2,73","0,00","260,50","3,42"
20/6/2016,"27,10","80,46","2,27","0,25","152,00","4,62"
21/6/2016,"26,62","82,08","3,20","1,00","189,42","2,81"
22/6/2016,"26,65","86,79","1,27","8,88","235,29","3,50"
23/6/2016,"26,71","85,08","2,40","0,25","154,17","4,04"
24/6/2016,"27,63","81,67","3,94","0,76","185,71","2,82"
25/6/2016,"25,93","85,00","2,27","3,80","118,21","3,67"
26/6/2016,"27,28","78,08","3,60","6,60","192,92","2,16"
27/6/2016,"27,84","74,83","3,20","0,00","271,46","3,80"
28/6/2016,"28,33","74,17","4,69","0,00","293,75","5,09"
29/6/2016,"28,67","73,75","5,75","0,00","281,83","5,69"
30/6/2016,"28,62","76,96","3,73","6,10","215,38","5,57"
1/7/2016,"26,12","89,58","1,07","4,05","137,25","4,29"
2/7/2016,"25,29","85,38","2,41","0,00","103,67","2,26"
3/7/2016,"27,08","78,54","3,07","0,00","208,58","3,99"
4/7/2016,"28,14","70,96","7,51","0,00","191,50","4,29"
5/7/2016,"28,90","70,79","4,81","0,00","277,83","5,51"
6/7/2016,"28,83","73,25","4,40","0,00","225,79","4,57"
7/7/2016,"27,62","80,17","2,53","0,00","130,21","2,59"
8/7/2016,"28,02","80,92","2,47","0,25","256,00","4,53"
9/7/2016,"26,84","83,25","2,47","2,79","124,67","2,30"
10/7/2016,"28,35","75,63","4,33","0,51","210,38","4,09"
11/7/2016,"26,59","82,38","2,93","14,72","203,75","3,74"
12/7/2016,"26,96","83,33","1,67","4,32","241,33","4,15"
13/7/2016,"26,16","82,88","3,20","0,25","153,29","2,86"
14/7/2016,"27,99","72,63","5,02","0,00","291,08","5,48"
15/7/2016,"27,15","75,25","4,09","0,00","279,92","5,34"
16/7/2016,"28,00","68,88","4,53","0,00","265,29","5,17"
17/7/2016,"26,92","75,00","3,88","0,00","164,08","3,37"
18/7/2016,"25,53","84,88","1,33","27,43","130,96","2,39"
19/7/2016,"25,29","90,96","0,07","2,02","147,67","2,30"
20/7/2016,"26,55","82,33","1,67","0,00","158,50","3,03"
21/7/2016,"28,80","68,75","5,41","1,02","282,79","5,53"
22/7/2016,"26,14","81,50","3,14","0,50","155,71","3,00"
23/7/2016,"25,60","86,88","1,40","2,54","254,79","4,28"
24/7/2016,"27,73","76,13","4,07","0,25","283,13","5,22"
25/7/2016,"28,44","70,33","4,40","0,00","254,88","4,94"
26/7/2016,"27,68","75,83","5,36","0,00","283,21","5,33"
27/7/2016,"28,15","72,92","6,23","0,00","264,79","5,39"
28/7/2016,"28,68","73,88","4,28","0,00","248,25","4,71"
29/7/2016,"26,52","87,17","0,73","36,06","224,21","3,77"
30/7/2016,"25,77","83,33","3,34","1,26","136,42","2,61"
31/7/2016,"27,84","73,29","4,80","0,00","224,29","4,60"
1/8/2016,"28,81","70,46","5,80","0,00","282,96","5,54"
2/8/2016,"27,26","81,29","1,27","10,16","222,71","3,97"
3/8/2016,"26,82","87,46","1,47","0,50","211,54","3,58"
4/8/2016,"25,79","90,46","0,00","1,53","160,42","2,73"
5/8/2016,"26,85","87,42","0,00","8,38","248,58","3,97"
6/8/2016,"28,21","78,67","2,27","0,25","293,79","5,23"
7/8/2016,"28,21","77,75","2,93","0,00","237,88","4,45"
8/8/2016,"26,61","87,83","1,07","32,25","161,17","2,84"
9/8/2016,"26,68","86,08","2,13","1,52","122,13","2,29"
10/8/2016,"28,18","76,42","4,67","0,00","219,21","4,40"
11/8/2016,"26,22","79,25","2,87","0,50","126,38","2,56"
12/8/2016,"26,47","80,96","0,47","7,37","249,50","4,08"
13/8/2016,"26,89","87,08","0,27","31,50","276,58","4,34"
14/8/2016,"25,76","91,67","0,47","5,58","177,04","2,91"
15/8/2016,"25,01","94,13","0,40","45,47","155,83","2,48"
16/8/2016,"27,30","82,04","0,53","0,00","243,00","4,04"
17/8/2016,"27,81","79,21","3,27","2,79","194,67","3,73"
18/8/2016,"27,75","79,08","3,67","0,00","185,04","3,70"
19/8/2016,"29,11","71,96","5,28","0,00","293,38","5,67"
20/8/2016,"28,04","75,96","4,48","0,25","269,42","5,14"
21/8/2016,"27,46","80,33","1,73","0,00","206,17","3,83"
22/8/2016,"27,99","78,17","4,27","0,00","201,63","4,16"
23/8/2016,"28,32","68,63","7,71","0,00","214,88","4,74"
24/8/2016,"29,05","66,83","6,49","0,00","291,83","5,93"
25/8/2016,"26,93","79,83","2,21","0,00","242,67","4,32"
26/8/2016,"26,63","84,92","0,60","5,58","201,88","3,43"
27/8/2016,"25,72","90,88","0,87","49,01","178,17","2,95"
28/8/2016,"25,96","91,42","0,13","3,55","205,83","3,35"
29/8/2016,"25,79","90,83","0,60","30,72","171,13","2,88"
30/8/2016,"25,37","91,58","0,60","20,82","205,50","3,25"
31/8/2016,"25,45","90,54","0,27","36,06","207,67","3,32"
1/9/2016,"25,13","91,67","0,27","20,31","177,25","2,73"
2/9/2016,"25,22","91,42","0,33","17,78","212,71","3,35"
3/9/2016,"26,96","87,63","0,00","0,25","245,88","3,94"
4/9/2016,"27,32","81,33","3,20","0,00","245,21","4,48"
5/9/2016,"25,28","88,17","1,13","0,25","177,50","3,06"
6/9/2016,"24,32","93,71","0,47","39,11","143,63","2,40"
7/9/2016,"25,33","90,04","1,00","0,25","176,54","2,92"
8/9/2016,"25,86","87,50","0,27","0,00","164,75","2,86"
9/9/2016,"26,65","84,54","1,93","0,00","231,00","4,01"
10/9/2016,"25,19","92,92","0,67","22,09","90,92","1,62"
11/9/2016,"26,14","88,92","0,00","18,55","229,04","3,77"
12/9/2016,"25,39","92,67","0,40","23,61","147,75","2,52"
13/9/2016,"25,24","91,17","0,13","24,88","157,58","2,62"
14/9/2016,"26,01","90,63","0,47","23,37","229,75","3,69"
15/9/2016,"26,03","92,83","0,47","9,14","195,96","3,10"
16/9/2016,"26,31","87,13","1,00","13,46","231,58","3,79"
17/9/2016,"26,64","84,17","1,67","1,77","252,04","4,38"
18/9/2016,"28,34","78,79","2,60","0,25","263,38","4,78"
19/9/2016,"28,89","71,50","4,68","0,00","279,50","5,49"
20/9/2016,"26,21","87,42","0,80","3,04","140,46","2,48"
21/9/2016,"25,29","89,75","0,07","1,01","177,33","2,84"
22/9/2016,"26,98","83,21","0,73","1,02","273,38","4,52"
23/9/2016,"24,96","91,00","0,13","5,08","174,54","2,81"
24/9/2016,"26,41","88,67","0,33","0,25","208,92","3,40"
25/9/2016,"26,81","83,71","1,47","0,00","212,29","3,72"
26/9/2016,"25,22","90,33","0,07","43,68","176,79","2,95"
27/9/2016,"25,68","87,88","0,20","4,82","156,08","2,64"
28/9/2016,"27,45","82,04","0,33","0,00","269,00","4,36"
29/9/2016,"27,61","80,33","1,73","0,25","238,08","4,11"
30/9/2016,"26,98","80,29","0,93","0,00","188,63","3,28"
1/10/2016,"26,75","83,00","0,00","1,52","291,79","4,69"
2/10/2016,"26,09","88,33","0,00","9,14","241,71","3,84"
3/10/2016,"25,37","91,08","0,00","0,75","183,13","2,87"
4/10/2016,"25,40","90,71","0,00","2,28","189,75","2,96"
5/10/2016,"25,75","89,21","0,00","4,06","245,42","3,83"
6/10/2016,"25,88","91,88","0,00","0,25","165,71","2,71"
7/10/2016,"25,28","92,00","0,00","20,05","164,13","2,66"
8/10/2016,"26,29","88,54","0,47","0,50","224,83","3,63"
9/10/2016,"25,70","90,33","0,00","45,22","214,29","3,41"
10/10/2016,"26,38","86,42","1,13","0,50","186,71","3,22"
11/10/2016,"26,62","83,38","0,80","0,00","174,38","3,21"
12/10/2016,"26,26","88,46","0,67","0,50","160,88","2,75"
13/10/2016,"25,95","91,33","0,00","3,55","156,42","2,66"
14/10/2016,"25,99","91,00","0,00","35,81","190,25","3,10"
15/10/2016,"26,45","90,00","0,00","0,25","198,67","3,18"
16/10/2016,"25,91","90,13","0,20","20,83","183,75","2,97"
17/10/2016,"25,13","94,29","0,00","38,35","136,46","2,28"
18/10/2016,"25,08","94,42","0,00","0,75","114,83","1,75"
19/10/2016,"23,91","97,33","0,13","40,65","57,75","0,88"
20/10/2016,"24,98","94,75","0,00","8,89","137,79","2,32"
21/10/2016,"25,71","92,29","0,00","6,10","189,13","3,11"
22/10/2016,"26,37","86,83","0,47","0,00","137,88","2,40"
23/10/2016,"25,89","84,46","0,73","0,00","115,67","2,06"
24/10/2016,"27,83","75,58","1,07","0,00","247,21","4,32"
25/10/2016,"26,50","83,21","0,27","5,33","261,71","4,22"
26/10/2016,"26,07","85,54","0,00","0,00","216,88","3,44"
27/10/2016,"26,18","87,42","0,00","6,09","228,21","3,58"
28/10/2016,"25,35","92,46","0,00","0,25","135,08","2,14"
29/10/2016,"25,07","92,79","0,00","10,15","148,42","2,37"
30/10/2016,"25,33","92,29","0,00","4,07","141,58","2,50"
31/10/2016,"26,11","90,83","0,00","9,14","189,46","3,07"
1/11/2016,"24,97","93,21","0,00","22,33","130,08","2,17"
2/11/2016,"25,00","93,43","0,00","0,50","164,43","2,43"
3/11/2016,"25,96","91,29","0,00","0,00","205,54","3,31"
4/11/2016,"26,43","90,96","0,00","14,73","147,96","2,59"
5/11/2016,"26,27","84,54","1,67","11,68","183,08","3,27"
6/11/2016,"26,67","78,38","0,93","0,00","220,42","3,96"
7/11/2016,"26,53","78,25","0,20","0,00","246,58","4,16"
8/11/2016,"26,10","83,00","0,00","7,10","245,04","4,03"
9/11/2016,"25,81","89,08","0,00","0,25","233,29","3,66"
10/11/2016,"26,36","87,04","0,67","0,00","111,79","2,14"
11/11/2016,"25,70","88,63","0,47","18,03","130,58","2,25"
12/11/2016,"25,95","86,04","0,80","0,00","168,13","2,91"
13/11/2016,"25,93","85,96","0,13","0,00","168,75","2,78"
14/11/2016,"25,36","91,13","0,00","4,57","138,50","2,15"
15/11/2016,"25,43","89,50","0,00","3,30","200,08","3,15"
16/11/2016,"25,68","89,50","0,00","4,31","190,63","3,07"
17/11/2016,"26,04","83,17","0,13","0,25","235,67","3,86"
18/11/2016,"24,47","94,08","0,00","7,10","100,96","1,61"
19/11/2016,"25,53","90,38","0,00","2,54","130,13","2,08"
20/11/2016,"25,43","84,79","0,00","0,00","213,13","3,44"
21/11/2016,"24,60","75,75","0,53","0,00","205,42","3,50"
22/11/2016,"24,59","76,75","0,40","0,00","244,67","4,06"
23/11/2016,"23,56","90,96","0,00","1,02","106,04","1,66"
24/11/2016,"23,20","97,08","0,13","100,83","34,96","0,52"
25/11/2016,"25,60","91,38","0,00","2,53","178,71","2,89"
26/11/2016,"25,81","92,92","0,00","2,02","124,29","2,13"
27/11/2016,"25,40","92,25","0,00","0,50","126,25","1,96"
28/11/2016,"25,29","89,17","0,13","0,00","122,83","2,06"
29/11/2016,"26,13","88,29","0,20","2,02","184,38","3,07"
30/11/2016,"25,18","93,42","0,00","0,00","92,54","1,51"
1/12/2016,"26,03","83,96","1,13","0,25","210,42","3,65"
2/12/2016,"26,25","79,71","1,33","0,00","230,00","3,99"
3/12/2016,"26,04","82,88","0,00","0,00","194,08","3,38"
4/12/2016,"23,81","96,54","0,00","67,56","47,58","0,75"
5/12/2016,"25,17","91,63","0,00","4,82","162,33","2,67"
6/12/2016,"26,27","84,79","0,60","0,00","211,33","3,50"
7/12/2016,"25,91","82,13","1,33","0,25","212,25","3,53"
8/12/2016,"25,36","83,58","2,87","0,00","177,83","3,30"
9/12/2016,"26,55","78,33","2,60","0,25","177,50","3,26"
10/12/2016,"25,78","79,00","1,33","1,02","133,25","2,58"
11/12/2016,"24,16","92,75","0,00","1,76","79,58","1,26"
12/12/2016,"23,92","95,71","0,00","5,32","79,38","1,21"
13/12/2016,"25,25","90,00","0,13","0,25","144,79","2,43"
14/12/2016,"26,02","84,50","0,20","0,00","129,21","2,30"
15/12/2016,"27,16","76,46","0,80","0,51","207,29","3,57"
16/12/2016,"27,25","74,42","1,20","1,02","222,04","3,94"
17/12/2016,"26,49","78,67","0,20","1,52","142,21","2,81"
18/12/2016,"27,38","73,79","0,80","0,00","238,46","4,19"
19/12/2016,"26,63","76,33","0,47","0,00","113,04","2,38"
20/12/2016,"26,05","79,96","0,80","1,01","144,13","2,73"
21/12/2016,"24,88","83,67","1,67","2,54","84,63","1,69"
22/12/2016,"26,78","71,79","3,47","0,00","230,29","4,35"
23/12/2016,"25,52","78,63","0,73","0,00","176,71","3,39"
24/12/2016,"26,37","77,25","0,47","0,00","233,75","3,88"
25/12/2016,"26,88","76,71","0,33","1,02","219,96","3,85"
26/12/2016,"26,84","76,88","0,27","4,31","185,17","3,30"
27/12/2016,"27,27","72,08","4,60","0,00","214,17","4,13"
28/12/2016,"26,39","75,71","0,67","3,30","147,63","2,94"
29/12/2016,"26,64","72,33","0,67","0,00","225,13","3,92"
30/12/2016,"25,77","73,83","1,13","0,00","179,21","3,28"
31/12/2016,"25,95","74,29","1,00","0,00","150,67","2,86"
1/1/2017,"26,74","73,42","1,07","0,00","173,42","3,32"
2/1/2017,"27,73","70,13","1,00","0,00","228,71","4,11"
3/1/2017,"26,55","73,17","1,47","2,28","229,75","4,22"
4/1/2017,"26,76","71,13","2,13","0,00","235,21","4,41"
5/1/2017,"26,15","75,58","2,13","0,00","229,67","4,09"
6/1/2017,"26,60","72,96","1,27","0,00","205,25","3,71"
7/1/2017,"25,80","76,13","3,95","0,00","191,25","3,79"
8/1/2017,"26,83","71,29","3,14","0,25","141,79","3,24"
9/1/2017,"25,99","72,04","4,20","0,00","160,00","3,48"
10/1/2017,"26,32","68,38","4,69","0,00","237,63","4,63"
11/1/2017,"25,97","72,50","2,61","0,00","200,42","3,91"
12/1/2017,"26,14","74,21","1,00","0,00","188,63","3,48"
13/1/2017,"26,28","73,58","1,27","2,29","191,96","3,53"
14/1/2017,"26,38","65,38","3,14","0,00","240,38","4,62"
15/1/2017,"26,00","70,08","2,14","0,00","231,04","4,20"
16/1/2017,"26,65","68,17","1,33","0,00","234,29","4,11"
17/1/2017,"26,65","70,21","1,20","0,00","250,54","4,59"
18/1/2017,"27,19","65,46","1,33","0,00","245,79","4,57"
19/1/2017,"26,83","69,29","0,60","0,00","251,96","4,34"
20/1/2017,"25,50","79,79","0,00","0,00","247,38","4,05"
21/1/2017,"25,51","83,17","0,00","0,00","228,25","3,71"
22/1/2017,"24,75","80,04","0,00","0,00","246,00","3,91"
23/1/2017,"23,74","80,54","0,00","2,28","249,42","4,00"
24/1/2017,"25,07","75,67","0,33","0,00","249,21","4,20"
25/1/2017,"25,28","71,33","1,67","0,00","250,13","4,46"
26/1/2017,"26,07","67,04","1,27","0,00","252,50","4,63"
27/1/2017,"26,65","70,92","1,20","0,00","226,92","4,02"
28/1/2017,"28,00","63,50","3,95","0,00","250,04","5,16"
29/1/2017,"27,45","63,50","3,95","0,00","246,08","5,00"
30/1/2017,"27,23","62,96","4,96","0,00","245,54","5,12"
31/1/2017,"26,92","67,71","3,00","0,00","250,33","4,81"
1/2/2017,"27,66","66,29","2,00","0,00","239,58","4,42"
2/2/2017,"27,45","64,25","2,40","0,00","252,17","4,87"
3/2/2017,"27,42","63,79","1,40","0,00","253,33","4,61"
4/2/2017,"27,69","63,67","0,60","0,00","250,54","4,52"
5/2/2017,"28,33","64,25","0,20","0,00","247,96","4,49"
6/2/2017,"28,37","63,42","0,13","0,00","251,79","4,51"
7/2/2017,"28,50","62,21","0,00","0,00","251,42","4,50"
8/2/2017,"28,32","62,17","0,00","0,00","250,00","4,50"
9/2/2017,"28,44","65,67","0,00","0,00","253,88","4,53"
10/2/2017,"28,25","62,79","0,07","0,00","213,33","4,04"
11/2/2017,"27,85","59,13","0,00","0,00","265,29","4,60"
12/2/2017,"27,20","59,29","0,00","0,00","266,29","4,68"
13/2/2017,"27,55","62,71","0,00","0,00","256,63","4,51"
14/2/2017,"26,54","69,88","0,00","0,00","257,79","4,45"
15/2/2017,"25,77","73,92","0,00","0,00","246,33","4,17"
16/2/2017,"26,50","65,88","0,00","0,00","251,00","4,38"
17/2/2017,"25,91","61,00","0,00","0,00","274,21","4,83"
18/2/2017,"25,54","68,42","0,00","0,00","224,50","3,97"
19/2/2017,"26,43","64,00","0,00","0,00","268,33","4,81"
20/2/2017,"26,63","67,13","0,00","0,00","265,29","4,73"
21/2/2017,"25,98","71,67","0,00","0,00","272,71","4,71"
22/2/2017,"26,14","74,88","0,00","0,00","271,58","4,59"
23/2/2017,"26,33","78,54","0,00","0,00","237,42","3,87"
24/2/2017,"26,07","74,88","0,00","0,00","242,67","4,06"
25/2/2017,"25,97","68,88","0,00","0,00","270,54","4,71"
26/2/2017,"27,02","65,92","0,00","0,00","266,79","4,68"
27/2/2017,"27,84","59,13","0,00","0,00","270,92","4,75"
28/2/2017,"28,42","60,21","0,00","0,00","276,58","4,89"
1/3/2017,"28,45","61,00","0,00","0,00","276,54","4,88"
2/3/2017,"28,02","61,04","0,00","0,00","279,04","4,93"
3/3/2017,"27,79","61,88","0,00","0,00","277,08","4,86"
4/3/2017,"27,55","61,58","0,00","0,00","244,04","4,33"
5/3/2017,"27,70","60,17","0,00","0,00","278,63","4,90"
6/3/2017,"28,32","59,54","0,00","0,00","276,00","4,88"
7/3/2017,"28,76","60,21","0,00","0,25","277,50","4,91"
8/3/2017,"28,44","62,71","0,00","0,76","282,63","4,96"
9/3/2017,"28,62","62,67","0,00","0,00","281,38","4,99"
10/3/2017,"28,60","60,00","6,93","1,02","274,42","6,17"
11/3/2017,"28,68","61,79","9,61","0,00","273,08","6,16"
12/3/2017,"29,33","59,63","8,11","0,00","292,54","6,58"
13/3/2017,"28,64","61,08","7,78","1,01","285,54","6,38"
14/3/2017,"28,89","62,29","7,05","2,53","285,00","6,19"
15/3/2017,"28,63","63,00","10,47","0,00","282,67","6,36"
16/3/2017,"27,78","65,79","9,12","0,00","256,79","5,60"
17/3/2017,"28,16","62,75","11,43","0,00","286,92","6,63"
18/3/2017,"27,56","66,88","11,30","0,00","194,25","4,97"
19/3/2017,"28,53","58,29","11,13","0,00","294,50","6,94"
20/3/2017,"27,48","65,83","10,87","0,25","290,63","6,42"
21/3/2017,"27,35","64,13","7,32","0,00","259,88","5,92"
22/3/2017,"28,04","60,88","9,34","0,00","270,63","6,21"
23/3/2017,"28,68","53,50","7,98","0,00","273,92","6,51"
24/3/2017,"28,47","56,04","8,59","0,00","289,96","6,69"
25/3/2017,"28,06","61,83","4,89","0,00","291,79","6,12"
26/3/2017,"28,50","60,33","3,67","0,00","286,83","5,95"
27/3/2017,"27,81","60,21","2,07","0,00","250,71","5,11"
28/3/2017,"27,94","60,67","1,47","0,00","272,38","5,27"
29/3/2017,"28,50","61,00","1,33","0,00","276,25","5,33"
30/3/2017,"28,05","63,58","1,73","0,00","294,21","5,72"
31/3/2017,"28,75","64,38","1,67","0,00","256,42","5,06"
1/4/2017,"28,88","64,00","2,33","0,00","286,92","5,61"
2/4/2017,"28,73","68,38","4,02","0,00","228,46","4,89"
3/4/2017,"29,05","68,67","4,28","0,25","271,25","5,64"
4/4/2017,"30,47","62,29","4,94","3,05","262,92","5,49"
5/4/2017,"30,09","61,63","6,43","0,25","242,42","5,56"
6/4/2017,"29,78","62,04","8,07","0,00","285,25","6,46"
7/4/2017,"30,05","57,71","10,87","0,00","297,25","7,28"
8/4/2017,"29,15","56,33","9,41","0,00","303,71","7,21"
9/4/2017,"28,86","55,96","8,11","0,00","246,46","5,97"
10/4/2017,"29,29","52,67","9,53","0,76","298,42","7,18"
11/4/2017,"29,61","54,33","9,94","1,01","299,67","7,14"
12/4/2017,"29,35","57,33","10,62","0,00","298,13","6,98"
13/4/2017,"28,95","59,83","11,41","0,00","299,38","7,02"
14/4/2017,"28,61","63,00","10,41","0,00","297,29","6,76"
15/4/2017,"29,14","59,75","12,03","0,00","302,96","7,21"
16/4/2017,"29,07","60,13","6,98","0,00","305,79","6,78"
17/4/2017,"29,11","65,75","5,77","0,00","303,17","6,27"
18/4/2017,"28,77","70,75","2,27","0,00","242,38","4,83"
19/4/2017,"27,66","75,46","1,60","0,00","193,63","3,59"
20/4/2017,"27,58","76,96","1,33","0,00","179,38","3,37"
